Latitude,Longitude,Country,City,AvgDropsPerMonth,PercentAffected
45.075,-77.285,Canada,Addington Highlands,0.01,0.01
44.981,-77.262,Canada,Addington Highlands,0.01,0.01
45.053,-77.271,Canada,Addington Highlands,0.01,0.01
44.991,-77.273,Canada,Addington Highlands,0.01,0.01
45.048,-77.27,Canada,Addington Highlands,0.01,0.01
45.021,-77.272,Canada,Addington Highlands,0.01,0.01
45.014,-77.274,Canada,Addington Highlands,0.01,0.01
45.14,-77.274,Canada,Addington Highlands,0.01,0.01
45.137,-77.296,Canada,Addington Highlands,0.01,0.01
45.086,-77.282,Canada,Addington Highlands,0.01,0.01
45.139,-77.299,Canada,Addington Highlands,0.01,0.01
45.012,-77.276,Canada,Addington Highlands,0.01,0.01
45.189,-77.359,Canada,Addington Highlands,0.01,0.01
45.049,-77.27,Canada,Addington Highlands,0.01,0.01
45.002,-77.279,Canada,Addington Highlands,0.01,0.01
45.182,-77.355,Canada,Addington Highlands,0.01,0.01
45.143,-77.266,Canada,Addington Highlands,0.01,0.01
44.943,-77.229,Canada,Addington Highlands,0.008,0.009
44.943,-77.228,Canada,Addington Highlands,0.007,0.008
45.147,-77.31,Canada,Addington Highlands,0.01,0.01
45.15,-77.32,Canada,Addington Highlands,0.01,0.01
45.03,-77.273,Canada,Addington Highlands,0.01,0.01
45.139,-77.299,Canada,Addington Highlands,0.01,0.01
45.159,-77.331,Canada,Addington Highlands,0.01,0.01
45.139,-77.277,Canada,Addington Highlands,0.01,0.01
45.139,-77.276,Canada,Addington Highlands,0.01,0.01
45.18,-77.352,Canada,Addington Highlands,0.01,0.01
45.043,-77.271,Canada,Addington Highlands,0.01,0.01
45.135,-77.283,Canada,Addington Highlands,0.01,0.01
45.175,-77.348,Canada,Addington Highlands,0.01,0.01
45.018,-77.273,Canada,Addington Highlands,0.01,0.01
45.051,-77.271,Canada,Addington Highlands,0.01,0.01
45.175,-77.348,Canada,Addington Highlands,0.01,0.01
45.022,-77.272,Canada,Addington Highlands,0.01,0.01
45.164,-77.339,Canada,Addington Highlands,0.01,0.01
45.147,-77.313,Canada,Addington Highlands,0.01,0.01
44.992,-77.275,Canada,Addington Highlands,0.01,0.01
45.145,-77.306,Canada,Addington Highlands,0.01,0.01
45.176,-77.349,Canada,Addington Highlands,0.01,0.01
45.144,-77.264,Canada,Addington Highlands,0.01,0.01
45.145,-77.305,Canada,Addington Highlands,0.01,0.01
45.161,-77.335,Canada,Addington Highlands,0.01,0.01
45.17,-77.345,Canada,Addington Highlands,0.01,0.01
45.001,-77.279,Canada,Addington Highlands,0.01,0.01
45.148,-77.317,Canada,Addington Highlands,0.01,0.01
45.171,-77.346,Canada,Addington Highlands,0.01,0.01
45.148,-77.316,Canada,Addington Highlands,0.01,0.01
45.135,-77.285,Canada,Addington Highlands,0.01,0.01
45,-77.279,Canada,Addington Highlands,0.01,0.01
45.135,-77.281,Canada,Addington Highlands,0.01,0.01
45.178,-77.351,Canada,Addington Highlands,0.01,0.01
45.071,-77.282,Canada,Addington Highlands,0.01,0.01
45.177,-77.35,Canada,Addington Highlands,0.01,0.01
45.157,-77.327,Canada,Addington Highlands,0.01,0.01
45.135,-77.287,Canada,Addington Highlands,0.01,0.01
45.138,-77.277,Canada,Addington Highlands,0.01,0.01
45.064,-77.277,Canada,Addington Highlands,0.01,0.01
45.052,-77.271,Canada,Addington Highlands,0.01,0.01
45.136,-77.278,Canada,Addington Highlands,0.01,0.01
44.982,-77.264,Canada,Addington Highlands,0.01,0.01
45.135,-77.294,Canada,Addington Highlands,0.01,0.01
45.041,-77.272,Canada,Addington Highlands,0.01,0.01
45.165,-77.34,Canada,Addington Highlands,0.01,0.01
45.187,-77.357,Canada,Addington Highlands,0.01,0.01
45.076,-77.286,Canada,Addington Highlands,0.01,0.01
45.136,-77.279,Canada,Addington Highlands,0.01,0.01
45.057,-77.273,Canada,Addington Highlands,0.01,0.01
45.18,-77.353,Canada,Addington Highlands,0.01,0.01
45.027,-77.273,Canada,Addington Highlands,0.01,0.01
45.135,-77.291,Canada,Addington Highlands,0.01,0.01
45.15,-77.257,Canada,Addington Highlands,0.01,0.01
45.094,-77.25,Canada,Addington Highlands,0.008,0.008
45.153,-77.247,Canada,Addington Highlands,0.008,0.009
45.113,-77.263,Canada,Addington Highlands,0.007,0.008
44.942,-77.227,Canada,Addington Highlands,0.005,0.009
44.914,-77.22,Canada,Addington Highlands,0.005,0.007
44.91,-77.218,Canada,Addington Highlands,0.005,0.006
45.131,-77.267,Canada,Addington Highlands,0.008,0.009
45.149,-77.259,Canada,Addington Highlands,0.008,0.009
45.147,-77.261,Canada,Addington Highlands,0.008,0.009
44.913,-77.22,Canada,Addington Highlands,0.005,0.007
45.097,-77.246,Canada,Addington Highlands,0.009,0.009
45.091,-77.257,Canada,Addington Highlands,0.009,0.009
45.111,-77.259,Canada,Addington Highlands,0.007,0.008
44.921,-77.217,Canada,Addington Highlands,0.005,0.006
44.905,-77.216,Canada,Addington Highlands,0.005,0.006
44.956,-77.24,Canada,Addington Highlands,0.009,0.009
45.128,-77.267,Canada,Addington Highlands,0.009,0.008
45.087,-77.27,Canada,Addington Highlands,0.009,0.009
45.09,-77.26,Canada,Addington Highlands,0.009,0.009
44.947,-77.233,Canada,Addington Highlands,0.007,0.008
45.105,-77.248,Canada,Addington Highlands,0.007,0.008
44.996,-77.279,Canada,Addington Highlands,0.009,0.009
45.098,-77.245,Canada,Addington Highlands,0.008,0.009
45.088,-77.266,Canada,Addington Highlands,0.009,0.009
45.147,-77.261,Canada,Addington Highlands,0.009,0.01
45.088,-77.264,Canada,Addington Highlands,0.009,0.009
45.191,-77.362,Canada,Addington Highlands,0.009,0.009
45.115,-77.264,Canada,Addington Highlands,0.008,0.007
45.124,-77.267,Canada,Addington Highlands,0.006,0.006
45.153,-77.248,Canada,Addington Highlands,0.006,0.008
44.959,-77.243,Canada,Addington Highlands,0.009,0.009
45.188,-77.358,Canada,Addington Highlands,0.009,0.009
45.087,-77.276,Canada,Addington Highlands,0.009,0.01
45.087,-77.275,Canada,Addington Highlands,0.009,0.009
44.929,-77.217,Canada,Addington Highlands,0.006,0.006
45.118,-77.266,Canada,Addington Highlands,0.006,0.007
45.154,-77.245,Canada,Addington Highlands,0.006,0.007
44.939,-77.224,Canada,Addington Highlands,0.006,0.005
45.079,-77.288,Canada,Addington Highlands,0.01,0.01
45.141,-77.272,Canada,Addington Highlands,0.01,0.01
45.087,-77.281,Canada,Addington Highlands,0.01,0.01
45.038,-77.274,Canada,Addington Highlands,0.01,0.009
45.101,-77.245,Canada,Addington Highlands,0.008,0.008
44.932,-77.219,Canada,Addington Highlands,0.006,0.007
44.981,-77.262,Canada,Addington Highlands,0.01,0.01
45.044,-77.271,Canada,Addington Highlands,0.01,0.01
44.971,-77.255,Canada,Addington Highlands,0.01,0.01
45.013,-77.275,Canada,Addington Highlands,0.01,0.01
45.138,-77.272,Canada,Addington Highlands,0.01,0.009
44.982,-77.263,Canada,Addington Highlands,0.01,0.01
45.017,-77.273,Canada,Addington Highlands,0.01,0.01
44.987,-77.271,Canada,Addington Highlands,0.01,0.01
45.065,-77.278,Canada,Addington Highlands,0.01,0.01
45.02,-77.273,Canada,Addington Highlands,0.01,0.01
44.985,-77.27,Canada,Addington Highlands,0.01,0.01
44.969,-77.254,Canada,Addington Highlands,0.01,0.01
45.19,-77.361,Canada,Addington Highlands,0.01,0.01
44.967,-77.251,Canada,Addington Highlands,0.01,0.01
44.978,-77.259,Canada,Addington Highlands,0.01,0.01
45.05,-77.27,Canada,Addington Highlands,0.01,0.01
45.067,-77.279,Canada,Addington Highlands,0.01,0.01
45.158,-77.329,Canada,Addington Highlands,0.01,0.01
45.138,-77.297,Canada,Addington Highlands,0.01,0.01
45.059,-77.273,Canada,Addington Highlands,0.01,0.01
45.025,-77.273,Canada,Addington Highlands,0.01,0.01
45.154,-77.325,Canada,Addington Highlands,0.01,0.01
44.974,-77.256,Canada,Addington Highlands,0.01,0.01
45.183,-77.356,Canada,Addington Highlands,0.01,0.01
45.156,-77.326,Canada,Addington Highlands,0.01,0.01
45.028,-77.273,Canada,Addington Highlands,0.01,0.01
44.967,-77.252,Canada,Addington Highlands,0.01,0.01
45.157,-77.328,Canada,Addington Highlands,0.01,0.01
45.141,-77.273,Canada,Addington Highlands,0.01,0.01
44.975,-77.256,Canada,Addington Highlands,0.01,0.01
45.132,-77.267,Canada,Addington Highlands,0.008,0.008
45.127,-77.267,Canada,Addington Highlands,0.008,0.009
49.63,-92.761,Canada,"Kenora, Unorganized",0.006,0.008
52.592,-90.403,Canada,"Kenora, Unorganized",0.006,0.007
50.005,-91.688,Canada,"Kenora, Unorganized",0.006,0.009
49.581,-92.751,Canada,"Kenora, Unorganized",0.006,0.007
51.571,-90.067,Canada,"Kenora, Unorganized",0.006,0.006
50.052,-94.81,Canada,"Kenora, Unorganized",0.006,0.009
50.105,-92.382,Canada,"Kenora, Unorganized",0.006,0.008
52.592,-90.405,Canada,"Kenora, Unorganized",0.006,0.006
49.925,-94.124,Canada,"Kenora, Unorganized",0.006,0.006
50.897,-93.7,Canada,"Kenora, Unorganized",0.006,0.006
49.983,-93.706,Canada,"Kenora, Unorganized",0.006,0.007
49.873,-92.348,Canada,"Kenora, Unorganized",0.006,0.008
49.741,-92.356,Canada,"Kenora, Unorganized",0.006,0.008
49.678,-92.201,Canada,"Kenora, Unorganized",0.006,0.009
49.959,-92.17,Canada,"Kenora, Unorganized",0.006,0.006
52.562,-90.432,Canada,"Kenora, Unorganized",0.006,0.006
49.93,-94.773,Canada,"Kenora, Unorganized",0.006,0.008
50.077,-93.954,Canada,"Kenora, Unorganized",0.006,0.009
49.492,-91.528,Canada,"Kenora, Unorganized",0.006,0.008
49.629,-92.761,Canada,"Kenora, Unorganized",0.006,0.008
50.001,-92.85,Canada,"Kenora, Unorganized",0.006,0.007
49.901,-95.086,Canada,"Kenora, Unorganized",0.006,0.01
50.894,-93.714,Canada,"Kenora, Unorganized",0.006,0.007
50.885,-93.557,Canada,"Kenora, Unorganized",0.006,0.007
49.958,-94.074,Canada,"Kenora, Unorganized",0.008,0.01
49.917,-94.781,Canada,"Kenora, Unorganized",0.008,0.009
49.572,-91.408,Canada,"Kenora, Unorganized",0.008,0.01
49.98,-93.746,Canada,"Kenora, Unorganized",0.008,0.01
49.814,-94.283,Canada,"Kenora, Unorganized",0.008,0.01
50.07,-93.262,Canada,"Kenora, Unorganized",0.008,0.008
49.426,-92.135,Canada,"Kenora, Unorganized",0.008,0.009
50.837,-93.447,Canada,"Kenora, Unorganized",0.008,0.008
49.51,-92.682,Canada,"Kenora, Unorganized",0.008,0.009
50.014,-94.263,Canada,"Kenora, Unorganized",0.008,0.01
49.703,-92.267,Canada,"Kenora, Unorganized",0.008,0.01
49.81,-94.303,Canada,"Kenora, Unorganized",0.008,0.009
50.469,-93.125,Canada,"Kenora, Unorganized",0.008,0.008
50.004,-92.736,Canada,"Kenora, Unorganized",0.008,0.009
50.011,-92.683,Canada,"Kenora, Unorganized",0.008,0.009
49.575,-91.406,Canada,"Kenora, Unorganized",0.008,0.009
49.603,-92.748,Canada,"Kenora, Unorganized",0.008,0.008
49.53,-91.444,Canada,"Kenora, Unorganized",0.008,0.008
50.008,-92.689,Canada,"Kenora, Unorganized",0.008,0.009
50.064,-93.269,Canada,"Kenora, Unorganized",0.008,0.008
49.507,-92.666,Canada,"Kenora, Unorganized",0.008,0.009
49.495,-92.646,Canada,"Kenora, Unorganized",0.008,0.009
49.565,-92.742,Canada,"Kenora, Unorganized",0.008,0.009
50.067,-93.265,Canada,"Kenora, Unorganized",0.008,0.008
49.933,-94.852,Canada,"Kenora, Unorganized",0.008,0.009
52.573,-90.436,Canada,"Kenora, Unorganized",0.008,0.008
49.822,-94.24,Canada,"Kenora, Unorganized",0.008,0.01
49.542,-91.429,Canada,"Kenora, Unorganized",0.008,0.009
49.496,-92.648,Canada,"Kenora, Unorganized",0.008,0.008
49.507,-92.663,Canada,"Kenora, Unorganized",0.008,0.01
49.964,-94.07,Canada,"Kenora, Unorganized",0.008,0.009
49.564,-92.74,Canada,"Kenora, Unorganized",0.008,0.007
49.438,-92.116,Canada,"Kenora, Unorganized",0.008,0.008
49.981,-93.832,Canada,"Kenora, Unorganized",0.008,0.009
49.811,-94.323,Canada,"Kenora, Unorganized",0.008,0.007
51.632,-89.985,Canada,"Kenora, Unorganized",0.008,0.009
49.956,-94.078,Canada,"Kenora, Unorganized",0.008,0.01
50.014,-92.671,Canada,"Kenora, Unorganized",0.008,0.01
49.642,-92.776,Canada,"Kenora, Unorganized",0.006,0.008
49.849,-94.191,Canada,"Kenora, Unorganized",0.006,0.006
49.893,-94.114,Canada,"Kenora, Unorganized",0.006,0.006
49.941,-94.815,Canada,"Kenora, Unorganized",0.006,0.009
49.804,-94.714,Canada,"Kenora, Unorganized",0.006,0.006
50.328,-93.171,Canada,"Kenora, Unorganized",0.006,0.007
50.925,-93.758,Canada,"Kenora, Unorganized",0.006,0.007
49.776,-92.425,Canada,"Kenora, Unorganized",0.006,0.007
49.874,-92.344,Canada,"Kenora, Unorganized",0.006,0.007
49.434,-92.12,Canada,"Kenora, Unorganized",0.006,0.005
52.587,-90.416,Canada,"Kenora, Unorganized",0.006,0.007
49.652,-92.16,Canada,"Kenora, Unorganized",0.006,0.009
49.926,-92.25,Canada,"Kenora, Unorganized",0.006,0.006
50.897,-93.698,Canada,"Kenora, Unorganized",0.006,0.006
51.602,-90.016,Canada,"Kenora, Unorganized",0.006,0.008
49.641,-92.772,Canada,"Kenora, Unorganized",0.006,0.008
49.804,-94.74,Canada,"Kenora, Unorganized",0.006,0.006
49.769,-92.44,Canada,"Kenora, Unorganized",0.006,0.007
50.007,-94.29,Canada,"Kenora, Unorganized",0.006,0.007
49.983,-93.707,Canada,"Kenora, Unorganized",0.006,0.007
50.053,-94.804,Canada,"Kenora, Unorganized",0.006,0.009
49.458,-92.082,Canada,"Kenora, Unorganized",0.006,0.006
49.683,-95.064,Canada,"Kenora, Unorganized",0.008,0.008
50.459,-93.114,Canada,"Kenora, Unorganized",0.008,0.008
49.534,-91.436,Canada,"Kenora, Unorganized",0.008,0.01
49.497,-92.649,Canada,"Kenora, Unorganized",0.008,0.009
49.519,-92.699,Canada,"Kenora, Unorganized",0.008,0.01
50.062,-93.273,Canada,"Kenora, Unorganized",0.008,0.009
49.684,-92.213,Canada,"Kenora, Unorganized",0.008,0.01
52.569,-90.443,Canada,"Kenora, Unorganized",0.008,0.009
49.957,-94.081,Canada,"Kenora, Unorganized",0.008,0.01
50.455,-93.11,Canada,"Kenora, Unorganized",0.008,0.008
49.943,-94.8,Canada,"Kenora, Unorganized",0.008,0.008
50.082,-93.259,Canada,"Kenora, Unorganized",0.008,0.008
50.012,-92.677,Canada,"Kenora, Unorganized",0.008,0.01
50.106,-92.397,Canada,"Kenora, Unorganized",0.008,0.008
50.087,-94.854,Canada,"Kenora, Unorganized",0.008,0.009
49.866,-94.13,Canada,"Kenora, Unorganized",0.008,0.01
50.092,-93.26,Canada,"Kenora, Unorganized",0.008,0.008
49.981,-91.653,Canada,"Kenora, Unorganized",0.008,0.01
49.835,-94.795,Canada,"Kenora, Unorganized",0.008,0.009
49.8,-94.337,Canada,"Kenora, Unorganized",0.008,0.007
49.498,-92.653,Canada,"Kenora, Unorganized",0.008,0.01
49.571,-91.409,Canada,"Kenora, Unorganized",0.008,0.01
49.974,-91.634,Canada,"Kenora, Unorganized",0.008,0.01
49.925,-94.994,Canada,"Kenora, Unorganized",0.008,0.008
49.988,-91.671,Canada,"Kenora, Unorganized",0.008,0.009
49.86,-92.387,Canada,"Kenora, Unorganized",0.008,0.009
49.421,-92.139,Canada,"Kenora, Unorganized",0.008,0.009
49.941,-94.822,Canada,"Kenora, Unorganized",0.008,0.007
50.066,-93.267,Canada,"Kenora, Unorganized",0.008,0.008
49.968,-91.618,Canada,"Kenora, Unorganized",0.008,0.009
49.902,-94.133,Canada,"Kenora, Unorganized",0.008,0.009
49.84,-92.411,Canada,"Kenora, Unorganized",0.008,0.009
49.505,-92.661,Canada,"Kenora, Unorganized",0.008,0.01
49.861,-92.385,Canada,"Kenora, Unorganized",0.008,0.01
49.762,-92.415,Canada,"Kenora, Unorganized",0.006,0.01
49.915,-92.27,Canada,"Kenora, Unorganized",0.006,0.006
50.01,-91.689,Canada,"Kenora, Unorganized",0.006,0.009
50.896,-93.703,Canada,"Kenora, Unorganized",0.006,0.007
50.017,-93.327,Canada,"Kenora, Unorganized",0.006,0.009
52.545,-90.411,Canada,"Kenora, Unorganized",0.006,0.007
49.559,-92.732,Canada,"Kenora, Unorganized",0.006,0.008
50.895,-93.706,Canada,"Kenora, Unorganized",0.006,0.006
50.089,-92.324,Canada,"Kenora, Unorganized",0.006,0.008
50.011,-92.68,Canada,"Kenora, Unorganized",0.006,0.008
49.853,-94.185,Canada,"Kenora, Unorganized",0.006,0.008
49.867,-92.367,Canada,"Kenora, Unorganized",0.006,0.008
49.808,-94.759,Canada,"Kenora, Unorganized",0.006,0.007
50.922,-93.748,Canada,"Kenora, Unorganized",0.006,0.006
49.998,-94.192,Canada,"Kenora, Unorganized",0.006,0.01
50.053,-94.811,Canada,"Kenora, Unorganized",0.006,0.009
50.894,-93.711,Canada,"Kenora, Unorganized",0.006,0.006
49.975,-94.087,Canada,"Kenora, Unorganized",0.006,0.008
52.536,-90.415,Canada,"Kenora, Unorganized",0.006,0.007
51.633,-89.977,Canada,"Kenora, Unorganized",0.006,0.008
49.93,-92.245,Canada,"Kenora, Unorganized",0.006,0.007
49.965,-92.154,Canada,"Kenora, Unorganized",0.006,0.006
49.965,-94.089,Canada,"Kenora, Unorganized",0.006,0.009
50.076,-93.954,Canada,"Kenora, Unorganized",0.006,0.008
51.674,-89.863,Canada,"Kenora, Unorganized",0.009,0.009
50.005,-92.745,Canada,"Kenora, Unorganized",0.009,0.009
49.698,-92.254,Canada,"Kenora, Unorganized",0.009,0.01
50.463,-93.12,Canada,"Kenora, Unorganized",0.009,0.009
49.979,-94.075,Canada,"Kenora, Unorganized",0.009,0.009
49.887,-94.79,Canada,"Kenora, Unorganized",0.009,0.008
49.98,-93.84,Canada,"Kenora, Unorganized",0.009,0.009
49.861,-92.381,Canada,"Kenora, Unorganized",0.009,0.009
50.149,-91.812,Canada,"Kenora, Unorganized",0.009,0.01
50.313,-93.182,Canada,"Kenora, Unorganized",0.009,0.009
49.722,-92.306,Canada,"Kenora, Unorganized",0.009,0.01
50.281,-93.212,Canada,"Kenora, Unorganized",0.009,0.007
50.414,-93.093,Canada,"Kenora, Unorganized",0.009,0.008
49.895,-94.122,Canada,"Kenora, Unorganized",0.009,0.009
49.846,-92.403,Canada,"Kenora, Unorganized",0.009,0.01
49.983,-93.794,Canada,"Kenora, Unorganized",0.009,0.01
49.962,-94.068,Canada,"Kenora, Unorganized",0.009,0.01
49.982,-91.654,Canada,"Kenora, Unorganized",0.009,0.01
50.09,-93.26,Canada,"Kenora, Unorganized",0.009,0.008
49.965,-94.14,Canada,"Kenora, Unorganized",0.009,0.009
49.523,-92.703,Canada,"Kenora, Unorganized",0.009,0.01
49.975,-94.16,Canada,"Kenora, Unorganized",0.009,0.009
50.154,-91.808,Canada,"Kenora, Unorganized",0.009,0.01
49.971,-94.152,Canada,"Kenora, Unorganized",0.009,0.01
49.979,-93.737,Canada,"Kenora, Unorganized",0.009,0.009
49.878,-94.127,Canada,"Kenora, Unorganized",0.009,0.01
50.465,-93.121,Canada,"Kenora, Unorganized",0.009,0.009
49.983,-93.795,Canada,"Kenora, Unorganized",0.009,0.01
50.302,-93.19,Canada,"Kenora, Unorganized",0.009,0.008
50.412,-93.092,Canada,"Kenora, Unorganized",0.009,0.008
50.064,-93.27,Canada,"Kenora, Unorganized",0.009,0.009
50.083,-93.26,Canada,"Kenora, Unorganized",0.009,0.009
49.811,-94.291,Canada,"Kenora, Unorganized",0.009,0.01
50.027,-92.629,Canada,"Kenora, Unorganized",0.009,0.008
49.501,-92.658,Canada,"Kenora, Unorganized",0.009,0.009
49.942,-94.81,Canada,"Kenora, Unorganized",0.009,0.009
50.15,-91.811,Canada,"Kenora, Unorganized",0.009,0.01
49.913,-94.135,Canada,"Kenora, Unorganized",0.009,0.009
49.812,-94.287,Canada,"Kenora, Unorganized",0.009,0.01
49.694,-92.242,Canada,"Kenora, Unorganized",0.009,0.01
49.785,-92.417,Canada,"Kenora, Unorganized",0.006,0.009
50.882,-93.549,Canada,"Kenora, Unorganized",0.006,0.007
49.789,-92.419,Canada,"Kenora, Unorganized",0.006,0.009
52.552,-90.415,Canada,"Kenora, Unorganized",0.006,0.007
50.897,-93.73,Canada,"Kenora, Unorganized",0.006,0.007
50.845,-93.458,Canada,"Kenora, Unorganized",0.006,0.006
49.94,-92.229,Canada,"Kenora, Unorganized",0.006,0.006
50.834,-93.439,Canada,"Kenora, Unorganized",0.006,0.007
49.442,-92.113,Canada,"Kenora, Unorganized",0.006,0.006
51.635,-89.966,Canada,"Kenora, Unorganized",0.006,0.007
50.003,-93.338,Canada,"Kenora, Unorganized",0.006,0.007
49.686,-95.066,Canada,"Kenora, Unorganized",0.006,0.009
49.73,-92.322,Canada,"Kenora, Unorganized",0.006,0.01
49.526,-91.465,Canada,"Kenora, Unorganized",0.006,0.009
49.786,-92.418,Canada,"Kenora, Unorganized",0.006,0.009
49.636,-92.765,Canada,"Kenora, Unorganized",0.006,0.006
49.875,-92.341,Canada,"Kenora, Unorganized",0.006,0.007
49.84,-94.203,Canada,"Kenora, Unorganized",0.006,0.009
50.896,-93.724,Canada,"Kenora, Unorganized",0.006,0.006
49.855,-94.175,Canada,"Kenora, Unorganized",0.006,0.009
49.942,-94.809,Canada,"Kenora, Unorganized",0.006,0.008
49.532,-91.441,Canada,"Kenora, Unorganized",0.006,0.009
50.876,-93.538,Canada,"Kenora, Unorganized",0.006,0.008
49.761,-92.414,Canada,"Kenora, Unorganized",0.006,0.009
49.512,-92.685,Canada,"Kenora, Unorganized",0.006,0.009
49.844,-94.201,Canada,"Kenora, Unorganized",0.006,0.007
49.581,-92.751,Canada,"Kenora, Unorganized",0.006,0.008
49.983,-91.655,Canada,"Kenora, Unorganized",0.009,0.01
50.104,-92.426,Canada,"Kenora, Unorganized",0.009,0.01
49.518,-92.696,Canada,"Kenora, Unorganized",0.009,0.01
49.983,-93.86,Canada,"Kenora, Unorganized",0.009,0.01
49.945,-94.092,Canada,"Kenora, Unorganized",0.009,0.009
49.943,-94.798,Canada,"Kenora, Unorganized",0.009,0.009
49.912,-94.779,Canada,"Kenora, Unorganized",0.009,0.009
49.983,-93.862,Canada,"Kenora, Unorganized",0.009,0.009
50.035,-92.631,Canada,"Kenora, Unorganized",0.009,0.01
49.978,-94.081,Canada,"Kenora, Unorganized",0.009,0.01
50.436,-93.104,Canada,"Kenora, Unorganized",0.009,0.008
49.472,-92.647,Canada,"Kenora, Unorganized",0.009,0.01
49.694,-92.235,Canada,"Kenora, Unorganized",0.009,0.01
50.081,-93.259,Canada,"Kenora, Unorganized",0.009,0.009
49.939,-94.11,Canada,"Kenora, Unorganized",0.009,0.01
50.307,-93.186,Canada,"Kenora, Unorganized",0.009,0.008
49.942,-94.107,Canada,"Kenora, Unorganized",0.009,0.01
51.612,-90.006,Canada,"Kenora, Unorganized",0.009,0.01
49.911,-94.141,Canada,"Kenora, Unorganized",0.009,0.01
49.804,-94.333,Canada,"Kenora, Unorganized",0.009,0.007
51.63,-89.987,Canada,"Kenora, Unorganized",0.009,0.01
50.435,-93.103,Canada,"Kenora, Unorganized",0.009,0.009
49.843,-92.408,Canada,"Kenora, Unorganized",0.009,0.01
49.994,-94.082,Canada,"Kenora, Unorganized",0.009,0.01
49.487,-92.646,Canada,"Kenora, Unorganized",0.009,0.009
52.567,-90.446,Canada,"Kenora, Unorganized",0.009,0.009
50.062,-94.811,Canada,"Kenora, Unorganized",0.009,0.009
49.844,-94.779,Canada,"Kenora, Unorganized",0.009,0.008
49.816,-94.267,Canada,"Kenora, Unorganized",0.009,0.01
49.814,-94.284,Canada,"Kenora, Unorganized",0.009,0.009
50.153,-91.809,Canada,"Kenora, Unorganized",0.009,0.009
49.583,-92.75,Canada,"Kenora, Unorganized",0.009,0.009
49.855,-92.393,Canada,"Kenora, Unorganized",0.009,0.01
49.857,-92.392,Canada,"Kenora, Unorganized",0.009,0.01
50.044,-92.561,Canada,"Kenora, Unorganized",0.009,0.01
49.817,-94.261,Canada,"Kenora, Unorganized",0.009,0.009
49.979,-94.068,Canada,"Kenora, Unorganized",0.009,0.009
49.546,-91.425,Canada,"Kenora, Unorganized",0.009,0.009
51.644,-89.935,Canada,"Kenora, Unorganized",0.009,0.009
49.841,-94.201,Canada,"Kenora, Unorganized",0.007,0.009
49.797,-94.656,Canada,"Kenora, Unorganized",0.007,0.007
50.899,-93.734,Canada,"Kenora, Unorganized",0.007,0.007
52.583,-90.431,Canada,"Kenora, Unorganized",0.007,0.006
50.926,-93.758,Canada,"Kenora, Unorganized",0.007,0.007
49.915,-92.269,Canada,"Kenora, Unorganized",0.007,0.007
50,-94.317,Canada,"Kenora, Unorganized",0.007,0.007
49.854,-94.178,Canada,"Kenora, Unorganized",0.007,0.007
49.862,-94.141,Canada,"Kenora, Unorganized",0.007,0.008
50.878,-93.54,Canada,"Kenora, Unorganized",0.007,0.007
50.03,-93.312,Canada,"Kenora, Unorganized",0.007,0.008
50.02,-93.324,Canada,"Kenora, Unorganized",0.007,0.009
49.467,-91.546,Canada,"Kenora, Unorganized",0.007,0.005
50.02,-92.901,Canada,"Kenora, Unorganized",0.007,0.006
49.868,-92.362,Canada,"Kenora, Unorganized",0.007,0.007
51.64,-89.946,Canada,"Kenora, Unorganized",0.007,0.009
49.986,-92.693,Canada,"Kenora, Unorganized",0.007,0.007
49.678,-95.055,Canada,"Kenora, Unorganized",0.007,0.008
49.852,-94.187,Canada,"Kenora, Unorganized",0.007,0.008
50.899,-93.733,Canada,"Kenora, Unorganized",0.007,0.007
49.44,-92.114,Canada,"Kenora, Unorganized",0.007,0.007
50.895,-93.71,Canada,"Kenora, Unorganized",0.007,0.007
50.002,-92.768,Canada,"Kenora, Unorganized",0.007,0.005
49.836,-94.209,Canada,"Kenora, Unorganized",0.007,0.006
50.897,-93.729,Canada,"Kenora, Unorganized",0.007,0.007
49.816,-94.272,Canada,"Kenora, Unorganized",0.007,0.006
50.912,-93.74,Canada,"Kenora, Unorganized",0.007,0.007
50.01,-92.684,Canada,"Kenora, Unorganized",0.007,0.009
49.934,-92.238,Canada,"Kenora, Unorganized",0.007,0.006
49.649,-92.801,Canada,"Kenora, Unorganized",0.007,0.008
49.45,-92.103,Canada,"Kenora, Unorganized",0.007,0.008
50.022,-93.318,Canada,"Kenora, Unorganized",0.007,0.009
52.555,-90.418,Canada,"Kenora, Unorganized",0.007,0.007
50.879,-93.543,Canada,"Kenora, Unorganized",0.007,0.007
49.981,-91.651,Canada,"Kenora, Unorganized",0.009,0.01
49.55,-91.42,Canada,"Kenora, Unorganized",0.009,0.01
50.107,-93.267,Canada,"Kenora, Unorganized",0.009,0.007
50.104,-92.423,Canada,"Kenora, Unorganized",0.009,0.01
49.816,-94.269,Canada,"Kenora, Unorganized",0.009,0.01
49.507,-92.669,Canada,"Kenora, Unorganized",0.009,0.008
49.721,-92.302,Canada,"Kenora, Unorganized",0.009,0.01
50.385,-93.094,Canada,"Kenora, Unorganized",0.009,0.009
50.421,-93.097,Canada,"Kenora, Unorganized",0.009,0.009
49.851,-94.78,Canada,"Kenora, Unorganized",0.009,0.009
51.645,-89.91,Canada,"Kenora, Unorganized",0.009,0.009
51.627,-89.99,Canada,"Kenora, Unorganized",0.009,0.01
